Seq 0 , 2.00
Seq 1 , 3.00

Seq 22402 , 1.23ms, Time Mon Mar  7 16:10:49 2016

Seq 22403 , 1.30ms, Time Mon Mar  7 16:10:50 2016

Seq 22404 , 1.37ms, Time Mon Mar  7 16:10:51 2016

Seq 22405 , 1.25ms, Time Mon Mar  7 16:10:52 2016

Seq 22406 , 1.41ms, Time Mon Mar  7 16:10:53 2016

Seq 22407 , 1.21ms, Time Mon Mar  7 16:10:54 2016

Seq 22408 , 1.22ms, Time Mon Mar  7 16:10:55 2016

Seq 22409 , 1.50ms, Time Mon Mar  7 16:10:56 2016

Seq 22410 , 1.23ms, Time Mon Mar  7 16:10:57 2016

Seq 22411 , 1.26ms, Time Mon Mar  7 16:10:58 2016

Seq 22412 , 1.22ms, Time Mon Mar  7 16:10:59 2016

Seq 22413 , 1.29ms, Time Mon Mar  7 16:11:00 2016

Seq 22414 , 1.23ms, Time Mon Mar  7 16:11:01 2016

Seq 22415 , 1.62ms, Time Mon Mar  7 16:11:02 2016

Seq 22416 , 1.24ms, Time Mon Mar  7 16:11:03 2016

Seq 22417 , 1.25ms, Time Mon Mar  7 16:11:04 2016

Seq 22418 , 1.25ms, Time Mon Mar  7 16:11:05 2016

Seq 22419 , 1.28ms, Time Mon Mar  7 16:11:06 2016

Seq 22420 , 1.24ms, Time Mon Mar  7 16:11:07 2016

Seq 22421 , 1.25ms, Time Mon Mar  7 16:11:08 2016

Seq 22422 , 1.22ms, Time Mon Mar  7 16:11:09 2016

Seq 22423 , 1.22ms, Time Mon Mar  7 16:11:10 2016

Seq 22424 , 1.31ms, Time Mon Mar  7 16:11:11 2016

Seq 22425 , 1.26ms, Time Mon Mar  7 16:11:12 2016

Seq 22426 , 1.22ms, Time Mon Mar  7 16:11:13 2016

Seq 22427 , 1.41ms, Time Mon Mar  7 16:11:14 2016

Seq 22428 , 1.22ms, Time Mon Mar  7 16:11:15 2016

Seq 22429 , 1.23ms, Time Mon Mar  7 16:11:16 2016

Seq 22430 , 1.24ms, Time Mon Mar  7 16:11:17 2016

Seq 22431 , 1.26ms, Time Mon Mar  7 16:11:18 2016

Seq 22432 , 1.22ms, Time Mon Mar  7 16:11:19 2016

Seq 22433 , 1.40ms, Time Mon Mar  7 16:11:20 2016

Seq 22434 , 1.27ms, Time Mon Mar  7 16:11:21 2016

Seq 22435 , 1.23ms, Time Mon Mar  7 16:11:22 2016

Seq 22436 , 1.24ms, Time Mon Mar  7 16:11:23 2016

Seq 22437 , 1.30ms, Time Mon Mar  7 16:11:24 2016

Seq 22438 , 1.30ms, Time Mon Mar  7 16:11:25 2016

Seq 22439 , 1.54ms, Time Mon Mar  7 16:11:26 2016

Seq 22440 , 1.23ms, Time Mon Mar  7 16:11:27 2016

Seq 22441 , 1.21ms, Time Mon Mar  7 16:11:28 2016

Seq 22442 , 1.31ms, Time Mon Mar  7 16:11:29 2016

Seq 22443 , 1.30ms, Time Mon Mar  7 16:11:30 2016

Seq 22444 , 1.23ms, Time Mon Mar  7 16:11:31 2016

Seq 22445 , 1.46ms, Time Mon Mar  7 16:11:32 2016

Seq 22446 , 1.25ms, Time Mon Mar  7 16:11:33 2016

Seq 22447 , 1.25ms, Time Mon Mar  7 16:11:34 2016

Seq 22448 , 1.23ms, Time Mon Mar  7 16:11:35 2016

Seq 22449 , 1.26ms, Time Mon Mar  7 16:11:36 2016

Seq 22450 , 1.34ms, Time Mon Mar  7 16:11:37 2016

Seq 22451 , 1.24ms, Time Mon Mar  7 16:11:38 2016

Seq 22452 , 1.31ms, Time Mon Mar  7 16:11:39 2016

Seq 22453 , 1.22ms, Time Mon Mar  7 16:11:40 2016

Seq 22454 , 1.23ms, Time Mon Mar  7 16:11:41 2016

Seq 22455 , 1.22ms, Time Mon Mar  7 16:11:42 2016

Seq 22456 , 1.24ms, Time Mon Mar  7 16:11:43 2016

Seq 22457 , 1.36ms, Time Mon Mar  7 16:11:44 2016

Seq 22458 , 1.23ms, Time Mon Mar  7 16:11:45 2016

Seq 22459 , 1.21ms, Time Mon Mar  7 16:11:46 2016

Seq 22460 , 1.32ms, Time Mon Mar  7 16:11:47 2016

Seq 22461 , 1.22ms, Time Mon Mar  7 16:11:48 2016

Seq 22462 , 1.23ms, Time Mon Mar  7 16:11:49 2016

Seq 22463 , 1.40ms, Time Mon Mar  7 16:11:50 2016

Seq 22464 , 1.22ms, Time Mon Mar  7 16:11:51 2016

Seq 22465 , 1.24ms, Time Mon Mar  7 16:11:52 2016

Seq 22466 , 1.23ms, Time Mon Mar  7 16:11:53 2016

Seq 22467 , 1.22ms, Time Mon Mar  7 16:11:54 2016

Seq 22468 , 1.23ms, Time Mon Mar  7 16:11:55 2016

Seq 22469 , 1.37ms, Time Mon Mar  7 16:11:56 2016

Seq 22470 , 1.24ms, Time Mon Mar  7 16:11:57 2016

Seq 22471 , 1.23ms, Time Mon Mar  7 16:11:58 2016

Seq 22472 , 1.20ms, Time Mon Mar  7 16:11:59 2016

Seq 22473 , 1.20ms, Time Mon Mar  7 16:12:00 2016

Seq 22474 , 1.23ms, Time Mon Mar  7 16:12:01 2016

Seq 22475 , 1.41ms, Time Mon Mar  7 16:12:02 2016

Seq 22476 , 1.30ms, Time Mon Mar  7 16:12:03 2016

Seq 22477 , 1.23ms, Time Mon Mar  7 16:12:04 2016

Seq 22478 , 1.30ms, Time Mon Mar  7 16:12:05 2016

Seq 22479 , 1.26ms, Time Mon Mar  7 16:12:06 2016

Seq 22480 , 1.32ms, Time Mon Mar  7 16:12:07 2016

Seq 22481 , 1.25ms, Time Mon Mar  7 16:12:08 2016

Seq 22482 , 1.29ms, Time Mon Mar  7 16:12:09 2016

Seq 22483 , 1.25ms, Time Mon Mar  7 16:12:10 2016

Seq 22484 , 1.26ms, Time Mon Mar  7 16:12:11 2016

Seq 22485 , 1.24ms, Time Mon Mar  7 16:12:12 2016

Seq 22486 , 1.23ms, Time Mon Mar  7 16:12:13 2016

Seq 22487 , 1.43ms, Time Mon Mar  7 16:12:14 2016

Seq 22488 , 1.31ms, Time Mon Mar  7 16:12:15 2016

Seq 22489 , 1.22ms, Time Mon Mar  7 16:12:16 2016

Seq 22490 , 1.23ms, Time Mon Mar  7 16:12:17 2016

Seq 22491 , 1.25ms, Time Mon Mar  7 16:12:18 2016

Seq 22492 , 1.24ms, Time Mon Mar  7 16:12:19 2016

Seq 22493 , 1.39ms, Time Mon Mar  7 16:12:20 2016

Seq 22494 , 1.22ms, Time Mon Mar  7 16:12:21 2016

Seq 22495 , 1.27ms, Time Mon Mar  7 16:12:22 2016

Seq 22496 , 1.29ms, Time Mon Mar  7 16:12:23 2016

Seq 22497 , 1.24ms, Time Mon Mar  7 16:12:24 2016

Seq 22498 , 1.37ms, Time Mon Mar  7 16:12:25 2016

Seq 22499 , 1.47ms, Time Mon Mar  7 16:12:26 2016

Seq 22500 , 1.30ms, Time Mon Mar  7 16:12:27 2016

Seq 22501 , 1.24ms, Time Mon Mar  7 16:12:28 2016

Seq 22502 , 1.29ms, Time Mon Mar  7 16:12:29 2016

Seq 22503 , 1.22ms, Time Mon Mar  7 16:12:30 2016

Seq 22504 , 1.22ms, Time Mon Mar  7 16:12:31 2016

Seq 22505 , 1.58ms, Time Mon Mar  7 16:12:32 2016

Seq 22506 , 1.22ms, Time Mon Mar  7 16:12:33 2016

Seq 22507 , 1.23ms, Time Mon Mar  7 16:12:34 2016

Seq 22508 , 1.21ms, Time Mon Mar  7 16:12:35 2016

Seq 22509 , 1.35ms, Time Mon Mar  7 16:12:36 2016

Seq 22510 , 1.25ms, Time Mon Mar  7 16:12:37 2016

Seq 22511 , 1.32ms, Time Mon Mar  7 16:12:38 2016

Seq 22512 , 1.31ms, Time Mon Mar  7 16:12:39 2016

Seq 22513 , 1.34ms, Time Mon Mar  7 16:12:40 2016

Seq 22514 , 1.27ms, Time Mon Mar  7 16:12:41 2016

Seq 22515 , 1.32ms, Time Mon Mar  7 16:12:42 2016

Seq 22516 , 1.24ms, Time Mon Mar  7 16:12:43 2016

Seq 22517 , 1.41ms, Time Mon Mar  7 16:12:44 2016

Seq 22518 , 1.29ms, Time Mon Mar  7 16:12:45 2016

Seq 22519 , 1.27ms, Time Mon Mar  7 16:12:46 2016

Seq 22520 , 1.31ms, Time Mon Mar  7 16:12:47 2016

Seq 22521 , 1.23ms, Time Mon Mar  7 16:12:48 2016

Seq 22522 , 1.23ms, Time Mon Mar  7 16:12:49 2016

Seq 22523 , 1.61ms, Time Mon Mar  7 16:12:50 2016

Seq 22524 , 1.23ms, Time Mon Mar  7 16:12:51 2016

Seq 22525 , 1.24ms, Time Mon Mar  7 16:12:52 2016

Seq 22526 , 1.38ms, Time Mon Mar  7 16:12:53 2016

Seq 22527 , 1.23ms, Time Mon Mar  7 16:12:54 2016

Seq 22528 , 1.24ms, Time Mon Mar  7 16:12:55 2016

Seq 22529 , 1.38ms, Time Mon Mar  7 16:12:56 2016

Seq 22530 , 1.29ms, Time Mon Mar  7 16:12:57 2016

Seq 22531 , 1.24ms, Time Mon Mar  7 16:12:58 2016

Seq 22532 , 1.28ms, Time Mon Mar  7 16:12:59 2016

Seq 22533 , 1.25ms, Time Mon Mar  7 16:13:00 2016

Seq 22534 , 1.31ms, Time Mon Mar  7 16:13:01 2016

Seq 22535 , 1.42ms, Time Mon Mar  7 16:13:02 2016

Seq 22536 , 1.28ms, Time Mon Mar  7 16:13:03 2016

Seq 22537 , 1.26ms, Time Mon Mar  7 16:13:04 2016

Seq 22538 , 1.25ms, Time Mon Mar  7 16:13:05 2016

Seq 22539 , 1.24ms, Time Mon Mar  7 16:13:06 2016

Seq 22540 , 1.24ms, Time Mon Mar  7 16:13:07 2016

Seq 22541 , 1.27ms, Time Mon Mar  7 16:13:08 2016

Seq 22542 , 1.25ms, Time Mon Mar  7 16:13:09 2016

Seq 22543 , 1.23ms, Time Mon Mar  7 16:13:10 2016

Seq 22544 , 1.22ms, Time Mon Mar  7 16:13:11 2016

Seq 22545 , 1.24ms, Time Mon Mar  7 16:13:12 2016

Seq 22546 , 1.22ms, Time Mon Mar  7 16:13:13 2016

Seq 22547 , 1.44ms, Time Mon Mar  7 16:13:14 2016

Seq 22548 , 1.25ms, Time Mon Mar  7 16:13:15 2016

Seq 22549 , 1.25ms, Time Mon Mar  7 16:13:16 2016

Seq 22550 , 1.23ms, Time Mon Mar  7 16:13:17 2016

Seq 22551 , 1.22ms, Time Mon Mar  7 16:13:18 2016

Seq 22552 , 1.21ms, Time Mon Mar  7 16:13:19 2016

Seq 22553 , 1.34ms, Time Mon Mar  7 16:13:20 2016

Seq 22554 , 1.23ms, Time Mon Mar  7 16:13:21 2016

Seq 22555 , 1.25ms, Time Mon Mar  7 16:13:22 2016

Seq 22556 , 1.26ms, Time Mon Mar  7 16:13:23 2016

Seq 22557 , 1.27ms, Time Mon Mar  7 16:13:24 2016

Seq 22558 , 1.32ms, Time Mon Mar  7 16:13:25 2016

Seq 22559 , 1.47ms, Time Mon Mar  7 16:13:26 2016

Seq 22560 , 1.28ms, Time Mon Mar  7 16:13:27 2016

Seq 22561 , 1.36ms, Time Mon Mar  7 16:13:28 2016

Seq 22562 , 1.22ms, Time Mon Mar  7 16:13:29 2016

Seq 22563 , 1.26ms, Time Mon Mar  7 16:13:30 2016

Seq 22564 , 1.26ms, Time Mon Mar  7 16:13:31 2016

Seq 22565 , 1.56ms, Time Mon Mar  7 16:13:32 2016

Seq 22566 , 1.25ms, Time Mon Mar  7 16:13:33 2016

Seq 22567 , 1.26ms, Time Mon Mar  7 16:13:34 2016

Seq 22568 , 1.22ms, Time Mon Mar  7 16:13:35 2016

Seq 22569 , 1.24ms, Time Mon Mar  7 16:13:36 2016

Seq 22570 , 1.25ms, Time Mon Mar  7 16:13:37 2016

Seq 22571 , 1.27ms, Time Mon Mar  7 16:13:38 2016

Seq 22572 , 1.31ms, Time Mon Mar  7 16:13:39 2016

Seq 22573 , 1.24ms, Time Mon Mar  7 16:13:40 2016

Seq 22574 , 1.24ms, Time Mon Mar  7 16:13:41 2016

Seq 22575 , 1.20ms, Time Mon Mar  7 16:13:42 2016

Seq 22576 , 1.24ms, Time Mon Mar  7 16:13:43 2016

Seq 22577 , 1.46ms, Time Mon Mar  7 16:13:44 2016

Seq 22578 , 1.25ms, Time Mon Mar  7 16:13:45 2016

Seq 22579 , 1.22ms, Time Mon Mar  7 16:13:46 2016

Seq 22580 , 1.24ms, Time Mon Mar  7 16:13:47 2016

Seq 22581 , 1.28ms, Time Mon Mar  7 16:13:48 2016

Seq 22582 , 1.22ms, Time Mon Mar  7 16:13:49 2016

Seq 22583 , 1.41ms, Time Mon Mar  7 16:13:50 2016

Seq 22584 , 1.24ms, Time Mon Mar  7 16:13:51 2016

Seq 22585 , 1.22ms, Time Mon Mar  7 16:13:52 2016

Seq 22586 , 1.24ms, Time Mon Mar  7 16:13:53 2016

Seq 22587 , 1.31ms, Time Mon Mar  7 16:13:54 2016

Seq 22588 , 1.24ms, Time Mon Mar  7 16:13:55 2016

Seq 22589 , 1.56ms, Time Mon Mar  7 16:13:56 2016

Seq 22590 , 1.23ms, Time Mon Mar  7 16:13:57 2016

Seq 22591 , 1.24ms, Time Mon Mar  7 16:13:58 2016

Seq 22592 , 1.23ms, Time Mon Mar  7 16:13:59 2016

Seq 22593 , 1.28ms, Time Mon Mar  7 16:14:00 2016

Seq 22594 , 1.26ms, Time Mon Mar  7 16:14:01 2016

Seq 22595 , 1.46ms, Time Mon Mar  7 16:14:02 2016

Seq 22596 , 1.24ms, Time Mon Mar  7 16:14:03 2016

Seq 22597 , 1.31ms, Time Mon Mar  7 16:14:04 2016

Seq 22598 , 1.24ms, Time Mon Mar  7 16:14:05 2016

Seq 22599 , 1.24ms, Time Mon Mar  7 16:14:06 2016

Seq 22600 , 1.27ms, Time Mon Mar  7 16:14:07 2016

Seq 22601 , 1.25ms, Time Mon Mar  7 16:14:08 2016

Seq 22602 , 1.28ms, Time Mon Mar  7 16:14:09 2016

Seq 22603 , 1.22ms, Time Mon Mar  7 16:14:10 2016

Seq 22604 , 1.24ms, Time Mon Mar  7 16:14:11 2016

Seq 22605 , 1.26ms, Time Mon Mar  7 16:14:12 2016

Seq 22606 , 1.28ms, Time Mon Mar  7 16:14:13 2016

Seq 22607 , 1.40ms, Time Mon Mar  7 16:14:14 2016

Seq 22608 , 1.23ms, Time Mon Mar  7 16:14:15 2016

Seq 22609 , 1.31ms, Time Mon Mar  7 16:14:16 2016

Seq 22610 , 1.29ms, Time Mon Mar  7 16:14:17 2016

Seq 22611 , 1.23ms, Time Mon Mar  7 16:14:18 2016

Seq 22612 , 1.28ms, Time Mon Mar  7 16:14:19 2016

Seq 22613 , 1.44ms, Time Mon Mar  7 16:14:20 2016

Seq 22614 , 1.23ms, Time Mon Mar  7 16:14:21 2016

Seq 22615 , 1.26ms, Time Mon Mar  7 16:14:22 2016

Seq 22616 , 1.24ms, Time Mon Mar  7 16:14:23 2016

Seq 22617 , 1.26ms, Time Mon Mar  7 16:14:24 2016

Seq 22618 , 1.22ms, Time Mon Mar  7 16:14:25 2016

Seq 22619 , 1.39ms, Time Mon Mar  7 16:14:26 2016

Seq 22620 , 1.28ms, Time Mon Mar  7 16:14:27 2016

Seq 22621 , 1.25ms, Time Mon Mar  7 16:14:28 2016

Seq 22622 , 1.23ms, Time Mon Mar  7 16:14:29 2016

Seq 22623 , 1.29ms, Time Mon Mar  7 16:14:30 2016

Seq 22624 , 1.22ms, Time Mon Mar  7 16:14:31 2016

Seq 22625 , 1.41ms, Time Mon Mar  7 16:14:32 2016

Seq 22626 , 1.21ms, Time Mon Mar  7 16:14:33 2016

Seq 22627 , 1.21ms, Time Mon Mar  7 16:14:34 2016

Seq 22628 , 1.23ms, Time Mon Mar  7 16:14:35 2016

Seq 22629 , 1.24ms, Time Mon Mar  7 16:14:36 2016

Seq 22630 , 1.30ms, Time Mon Mar  7 16:14:37 2016

Seq 22631 , 1.41ms, Time Mon Mar  7 16:14:38 2016

Seq 22632 , 1.23ms, Time Mon Mar  7 16:14:39 2016

Seq 22633 , 1.22ms, Time Mon Mar  7 16:14:40 2016

Seq 22634 , 1.23ms, Time Mon Mar  7 16:14:41 2016

Seq 22635 , 1.30ms, Time Mon Mar  7 16:14:42 2016

Seq 22636 , 1.24ms, Time Mon Mar  7 16:14:43 2016

Seq 22637 , 1.55ms, Time Mon Mar  7 16:14:44 2016

Seq 22638 , 1.27ms, Time Mon Mar  7 16:14:45 2016

Seq 22639 , 1.26ms, Time Mon Mar  7 16:14:46 2016

Seq 22640 , 1.25ms, Time Mon Mar  7 16:14:47 2016

Seq 22641 , 1.25ms, Time Mon Mar  7 16:14:49 2016

Seq 22642 , 1.23ms, Time Mon Mar  7 16:14:50 2016

Seq 22643 , 1.26ms, Time Mon Mar  7 16:14:51 2016

Seq 22644 , 1.26ms, Time Mon Mar  7 16:14:52 2016

Seq 22645 , 1.23ms, Time Mon Mar  7 16:14:53 2016

Seq 22646 , 1.24ms, Time Mon Mar  7 16:14:54 2016

Seq 22647 , 1.24ms, Time Mon Mar  7 16:14:55 2016

Seq 22648 , 1.23ms, Time Mon Mar  7 16:14:56 2016

Seq 22649 , 1.47ms, Time Mon Mar  7 16:14:57 2016

Seq 22650 , 1.24ms, Time Mon Mar  7 16:14:58 2016

Seq 22651 , 1.26ms, Time Mon Mar  7 16:14:59 2016

Seq 22652 , 1.26ms, Time Mon Mar  7 16:15:00 2016

Seq 22653 , 1.24ms, Time Mon Mar  7 16:15:01 2016

Seq 22654 , 1.26ms, Time Mon Mar  7 16:15:02 2016

Seq 22655 , 1.54ms, Time Mon Mar  7 16:15:03 2016

Seq 22656 , 1.25ms, Time Mon Mar  7 16:15:04 2016

Seq 22657 , 1.26ms, Time Mon Mar  7 16:15:05 2016

Seq 22658 , 1.23ms, Time Mon Mar  7 16:15:06 2016

Seq 22659 , 1.24ms, Time Mon Mar  7 16:15:07 2016

Seq 22660 , 1.25ms, Time Mon Mar  7 16:15:08 2016

Seq 22661 , 1.25ms, Time Mon Mar  7 16:15:09 2016

Seq 22662 , 1.24ms, Time Mon Mar  7 16:15:10 2016

Seq 22663 , 1.27ms, Time Mon Mar  7 16:15:11 2016

Seq 22664 , 1.25ms, Time Mon Mar  7 16:15:12 2016

Seq 22665 , 1.22ms, Time Mon Mar  7 16:15:13 2016

Seq 22666 , 1.23ms, Time Mon Mar  7 16:15:14 2016

Seq 22667 , 1.48ms, Time Mon Mar  7 16:15:15 2016

Seq 22668 , 1.26ms, Time Mon Mar  7 16:15:16 2016

Seq 22669 , 1.22ms, Time Mon Mar  7 16:15:17 2016

Seq 22670 , 1.22ms, Time Mon Mar  7 16:15:18 2016

Seq 22671 , 1.25ms, Time Mon Mar  7 16:15:19 2016

Seq 22672 , 1.22ms, Time Mon Mar  7 16:15:20 2016

Seq 22673 , 1.46ms, Time Mon Mar  7 16:15:21 2016

Seq 22674 , 1.23ms, Time Mon Mar  7 16:15:22 2016

Seq 22675 , 1.25ms, Time Mon Mar  7 16:15:23 2016

Seq 22676 , 1.36ms, Time Mon Mar  7 16:15:24 2016

Seq 22677 , 1.28ms, Time Mon Mar  7 16:15:25 2016

Seq 22678 , 1.28ms, Time Mon Mar  7 16:15:26 2016

Seq 22679 , 1.52ms, Time Mon Mar  7 16:15:27 2016

Seq 22680 , 1.23ms, Time Mon Mar  7 16:15:28 2016

Seq 22681 , 1.24ms, Time Mon Mar  7 16:15:29 2016

Seq 22682 , 1.23ms, Time Mon Mar  7 16:15:30 2016

Seq 22683 , 1.30ms, Time Mon Mar  7 16:15:31 2016

Seq 22684 , 1.26ms, Time Mon Mar  7 16:15:32 2016

Seq 22685 , 1.45ms, Time Mon Mar  7 16:15:33 2016

Seq 22686 , 1.25ms, Time Mon Mar  7 16:15:34 2016

Seq 22687 , 1.24ms, Time Mon Mar  7 16:15:35 2016

Seq 22688 , 1.22ms, Time Mon Mar  7 16:15:36 2016

Seq 22689 , 1.50ms, Time Mon Mar  7 16:15:37 2016

Seq 22690 , 1.21ms, Time Mon Mar  7 16:15:38 2016

Seq 22691 , 1.26ms, Time Mon Mar  7 16:15:39 2016

Seq 22692 , 1.26ms, Time Mon Mar  7 16:15:40 2016

Seq 22693 , 1.24ms, Time Mon Mar  7 16:15:41 2016

Seq 22694 , 1.22ms, Time Mon Mar  7 16:15:42 2016

Seq 22695 , 1.24ms, Time Mon Mar  7 16:15:43 2016

Seq 22696 , 1.24ms, Time Mon Mar  7 16:15:44 2016

Seq 22697 , 1.41ms, Time Mon Mar  7 16:15:45 2016

Seq 22698 , 1.24ms, Time Mon Mar  7 16:15:46 2016

Seq 22699 , 1.22ms, Time Mon Mar  7 16:15:47 2016

Seq 22700 , 1.29ms, Time Mon Mar  7 16:15:48 2016

Seq 22701 , 1.23ms, Time Mon Mar  7 16:15:49 2016

Seq 22702 , 1.34ms, Time Mon Mar  7 16:15:50 2016

Seq 22703 , 1.36ms, Time Mon Mar  7 16:15:51 2016

Seq 22704 , 1.23ms, Time Mon Mar  7 16:15:52 2016

Seq 22705 , 1.23ms, Time Mon Mar  7 16:15:53 2016

Seq 22706 , 1.35ms, Time Mon Mar  7 16:15:54 2016

Seq 22707 , 1.28ms, Time Mon Mar  7 16:15:55 2016

Seq 22708 , 1.29ms, Time Mon Mar  7 16:15:56 2016

Seq 22709 , 1.46ms, Time Mon Mar  7 16:15:57 2016

Seq 22710 , 1.23ms, Time Mon Mar  7 16:15:58 2016

Seq 22711 , 1.23ms, Time Mon Mar  7 16:15:59 2016

Seq 22712 , 1.22ms, Time Mon Mar  7 16:16:00 2016

Seq 22713 , 1.24ms, Time Mon Mar  7 16:16:01 2016

Seq 22714 , 1.32ms, Time Mon Mar  7 16:16:02 2016

Seq 22715 , 1.32ms, Time Mon Mar  7 16:16:03 2016

Seq 22716 , 1.26ms, Time Mon Mar  7 16:16:04 2016

Seq 22717 , 1.40ms, Time Mon Mar  7 16:16:05 2016

Seq 22718 , 1.26ms, Time Mon Mar  7 16:16:06 2016

Seq 22719 , 1.26ms, Time Mon Mar  7 16:16:07 2016

Seq 22720 , 1.26ms, Time Mon Mar  7 16:16:08 2016

Seq 22721 , 1.25ms, Time Mon Mar  7 16:16:09 2016

Seq 22722 , 1.26ms, Time Mon Mar  7 16:16:10 2016

Seq 22723 , 1.32ms, Time Mon Mar  7 16:16:11 2016

Seq 22724 , 1.25ms, Time Mon Mar  7 16:16:12 2016

Seq 22725 , 1.24ms, Time Mon Mar  7 16:16:13 2016

Seq 22726 , 1.23ms, Time Mon Mar  7 16:16:14 2016

Seq 22727 , 1.46ms, Time Mon Mar  7 16:16:15 2016

Seq 22728 , 1.28ms, Time Mon Mar  7 16:16:16 2016

Seq 22729 , 1.24ms, Time Mon Mar  7 16:16:17 2016

Seq 22730 , 1.36ms, Time Mon Mar  7 16:16:18 2016

Seq 22731 , 1.25ms, Time Mon Mar  7 16:16:19 2016

Seq 22732 , 1.50ms, Time Mon Mar  7 16:16:20 2016

Seq 22733 , 1.23ms, Time Mon Mar  7 16:16:21 2016

Seq 22734 , 1.23ms, Time Mon Mar  7 16:16:22 2016

Seq 22735 , 1.31ms, Time Mon Mar  7 16:16:23 2016

Seq 22736 , 1.22ms, Time Mon Mar  7 16:16:24 2016

Seq 22737 , 1.23ms, Time Mon Mar  7 16:16:25 2016

Seq 22738 , 1.40ms, Time Mon Mar  7 16:16:26 2016

Seq 22739 , 1.23ms, Time Mon Mar  7 16:16:27 2016

Seq 22740 , 1.24ms, Time Mon Mar  7 16:16:28 2016

Seq 22741 , 1.24ms, Time Mon Mar  7 16:16:29 2016

Seq 22742 , 1.22ms, Time Mon Mar  7 16:16:30 2016

Seq 22743 , 1.24ms, Time Mon Mar  7 16:16:31 2016

Seq 22744 , 1.46ms, Time Mon Mar  7 16:16:32 2016

Seq 22745 , 1.23ms, Time Mon Mar  7 16:16:33 2016

Seq 22746 , 1.24ms, Time Mon Mar  7 16:16:34 2016

Seq 22747 , 1.24ms, Time Mon Mar  7 16:16:35 2016

Seq 22748 , 1.25ms, Time Mon Mar  7 16:16:36 2016

Seq 22749 , 1.29ms, Time Mon Mar  7 16:16:37 2016

Seq 22750 , 1.43ms, Time Mon Mar  7 16:16:38 2016

Seq 22751 , 1.38ms, Time Mon Mar  7 16:16:39 2016

Seq 22752 , 1.25ms, Time Mon Mar  7 16:16:40 2016

Seq 22753 , 1.24ms, Time Mon Mar  7 16:16:41 2016

Seq 22754 , 1.22ms, Time Mon Mar  7 16:16:42 2016

Seq 22755 , 1.25ms, Time Mon Mar  7 16:16:43 2016

Seq 22756 , 1.24ms, Time Mon Mar  7 16:16:44 2016

Seq 22757 , 1.33ms, Time Mon Mar  7 16:16:45 2016

Seq 22758 , 1.25ms, Time Mon Mar  7 16:16:46 2016

Seq 22759 , 1.30ms, Time Mon Mar  7 16:16:47 2016

Seq 22760 , 1.24ms, Time Mon Mar  7 16:16:48 2016

Seq 22761 , 1.22ms, Time Mon Mar  7 16:16:49 2016

Seq 22762 , 1.41ms, Time Mon Mar  7 16:16:50 2016

Seq 22763 , 1.23ms, Time Mon Mar  7 16:16:51 2016

Seq 22764 , 1.23ms, Time Mon Mar  7 16:16:52 2016

Seq 22765 , 1.21ms, Time Mon Mar  7 16:16:53 2016

Seq 22766 , 1.22ms, Time Mon Mar  7 16:16:54 2016

Seq 22767 , 1.26ms, Time Mon Mar  7 16:16:55 2016

Seq 22768 , 1.41ms, Time Mon Mar  7 16:16:56 2016

Seq 22769 , 1.36ms, Time Mon Mar  7 16:16:57 2016

Seq 22770 , 1.27ms, Time Mon Mar  7 16:16:58 2016

Seq 22771 , 1.24ms, Time Mon Mar  7 16:16:59 2016

Seq 22772 , 1.23ms, Time Mon Mar  7 16:17:00 2016

Seq 22773 , 1.25ms, Time Mon Mar  7 16:17:01 2016

Seq 22774 , 1.47ms, Time Mon Mar  7 16:17:02 2016

Seq 22775 , 1.22ms, Time Mon Mar  7 16:17:03 2016

Seq 22776 , 1.22ms, Time Mon Mar  7 16:17:04 2016

Seq 22777 , 1.21ms, Time Mon Mar  7 16:17:05 2016

Seq 22778 , 1.25ms, Time Mon Mar  7 16:17:06 2016

Seq 22779 , 1.22ms, Time Mon Mar  7 16:17:07 2016

Seq 22780 , 1.48ms, Time Mon Mar  7 16:17:08 2016

Seq 22781 , 1.47ms, Time Mon Mar  7 16:17:09 2016

Seq 22782 , 1.23ms, Time Mon Mar  7 16:17:10 2016

Seq 22783 , 1.21ms, Time Mon Mar  7 16:17:11 2016

Seq 22784 , 1.23ms, Time Mon Mar  7 16:17:12 2016

Seq 22785 , 1.23ms, Time Mon Mar  7 16:17:13 2016

Seq 22786 , 1.29ms, Time Mon Mar  7 16:17:14 2016

Seq 22787 , 1.22ms, Time Mon Mar  7 16:17:15 2016

Seq 22788 , 1.26ms, Time Mon Mar  7 16:17:16 2016

Seq 22789 , 1.22ms, Time Mon Mar  7 16:17:17 2016

